feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
surveyHealth.Drinking_status	1	0.6549242391967273	0.6907958844472347	7	surveyHealth
Meta.M00247	4	0.2380012129541532	0.3069091186970614	1	Meta
Meta.M00581	4	0.23800121295415302	0.2896490385921911	1	Meta
Meta.M00025	4	0.30515433117039675	0.2835761625741677	2	Meta
Meta.M00333	4	0.23800121295415305	0.25654851572068854	1	Meta
Meta.M00237	4	0.23800121295415308	0.25042562884217995	1	Meta
Meta.M00368	4	0.307039491040247	0.24232706414480057	2	Meta
Meta.Alistipes_putredinis	4	0.23800121295415314	0.2188183260198704	1	Meta
Prs.Disease.tetralogy_of_fallot	4	0.18997735847546646	0.10666244893666177	3	Prs
Prs.Disease.obesity	4	0.18478983494060283	0.10640346551771403	3	Prs
Meta.M00120	4	0.13619139630233748	0.06278817703372881	2	Meta
Meta.M00017	4	0.06715311821624352	0.03493202333119189	1	Meta
Meta.M00527	4	0.07954282216836929	0.03461478838626209	2	Meta
Prs.Quant.Abnormality_of_refraction	4	0.028906073443071393	0.010122773504206541	1	Prs
