feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Prs.Quant.bone_mineral_content_measurement	9	0.4691396836436939	0.5322694337051632	18	Prs
Prs.Quant.fasting_blood_glucose_measurement	9	0.41436361964313906	0.42059857544819884	15	Prs
Meta.M00210	9	0.23041768937135568	0.21957086586475386	3	Meta
Meta.M00670	9	0.23041768937135565	0.21654786339233675	3	Meta
Meta.M00144	9	0.16790264334562174	0.21209101462248584	2	Meta
Meta.M00669	9	0.2304176893713557	0.20749892888038754	3	Meta
Prs.Disease.hypospadias	9	0.3289540210225908	0.19946450379486116	13	Prs
Meta.M00116	9	0.16790264334562174	0.1963205564535483	2	Meta
Meta.M00060	9	0.16790264334562174	0.19462951998096478	2	Meta
Meta.M00149	9	0.16790264334562183	0.1666513021784364	2	Meta
Meta.M00251	9	0.08915619521632057	0.13687972990996586	1	Meta
Meta.M00246	9	0.08915619521632058	0.12776299274827455	1	Meta
Meta.M00459	9	0.0891561952163205	0.12591942438197334	1	Meta
Meta.M00582	9	0.08915619521632046	0.12353051078162008	1	Meta
Meta.M00517	9	0.15167124124205442	0.12010870685935093	2	Meta
Meta.M00581	9	0.08915619521632062	0.11375136913110788	1	Meta
Meta.M00088	9	0.14126149415503517	0.11035284727196584	2	Meta
Meta.M00245	9	0.08915619521632064	0.10937461352200098	1	Meta
Meta.M00493	9	0.15167124124205447	0.10664318208039761	2	Meta
Meta.M00199	9	0.08915619521632048	0.106124047582649	1	Meta
Meta.M00333	9	0.0787464481293012	0.10263275817505604	1	Meta
Meta.M00038	9	0.08915619521632057	0.09901619850548093	1	Meta
Meta.M00095	9	0.1412614941550352	0.09896195187284243	2	Meta
Meta.M00023	9	0.1412614941550352	0.0966554285152938	2	Meta
Meta.M00196	9	0.08915619521632052	0.09353788638338163	1	Meta
Meta.M00695	9	0.07874644812930116	0.08077664250817784	1	Meta
Meta.M00279	9	0.07874644812930119	0.07419993550168828	1	Meta
Meta.M00454	9	0.07874644812930132	0.05997168328684465	1	Meta
Meta.M00093	9	0.0787464481293013	0.0565713148149383	1	Meta
Meta.M00490	9	0.06251504602573392	0.03915470312347581	1	Meta
Meta.M00471	9	0.06251504602573398	0.03460561913984518	1	Meta
Meta.M00194	9	0.06251504602573393	0.031003613685394407	1	Meta
Meta.M00506	9	0.06251504602573403	0.02969550722693398	1	Meta
Meta.M00197	9	0.06251504602573393	0.0268751650959755	1	Meta
