feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Phy.Vital_capacity(mL)	1	0.16280887879659056	0.47574239322754086	9	Phy
Phy.Hand_Grip_Test(kg)	1	0.14994151935612368	0.4431948361148458	8	Phy
Inbody.Protein(kg)	1	0.30571166566340796	0.2924906355573856	32	Inbody
Inbody.Muscle_mass(kg)	1	0.2874973151930529	0.27282491844262613	29	Inbody
Inbody.Skeletal_muscle(kg)	1	0.2833314047380853	0.2580803739737333	28	Inbody
Inbody.Fat-free_body_weight(kg)	1	0.2767312174068294	0.25565373295260346	27	Inbody
Inbody.Basal_metabolic_rate(kcal/d)	1	0.23346909245704472	0.25490484450692596	22	Inbody
Inbody.Total_body_water(L)	1	0.20121552993917596	0.24822177757921413	20	Inbody
Inbody.Inorganic_salt(kg)	1	0.25979707620204756	0.24278082313558252	26	Inbody
Inbody.Height(cm)	1	0.04943553223786962	0.14579305705018145	4	Inbody
ECG.QRS_width(ms)	1	0.1628088787965908	0.09003039817236115	9	ECG
Meta.M00498	1	0.1460344550293051	0.08282560361361095	7	Meta
Meta.M00166	1	0.1460344550293051	0.07371899453122184	7	Meta
Meta.M00567	1	0.14603445502930512	0.06928470681255265	7	Meta
Meta.M00171	1	0.1460344550293051	0.06815307553756111	7	Meta
Skin.Number_of_brown_spots_on_side_face	1	0.14994151935612368	0.06564665867708343	8	Skin
Meta.M00552	1	0.14603445502930512	0.06331509949931173	7	Meta
Meta.M00005	1	0.14603445502930518	0.059049696093921925	7	Meta
Meta.M00839	1	0.14603445502930504	0.05875241017581711	7	Meta
Meta.M00073	1	0.14603445502930504	0.058378974749717975	7	Meta
Meta.M00079	1	0.13013168260148067	0.049709429080991525	6	Meta
Meta.M00741	1	0.13013168260148067	0.04943691000744497	6	Meta
Meta.M00373	1	0.13013168260148064	0.04820814335122844	6	Meta
Meta.M00260	1	0.1233125290501936	0.046959818671389465	6	Meta
Meta.M00183	1	0.13013168260148072	0.04644862226532106	6	Meta
Meta.M00089	1	0.13013168260148059	0.04461938652706005	6	Meta
Meta.M00360	1	0.1275825698920227	0.044056637210142954	6	Meta
Meta.M00554	1	0.1275825698920226	0.04392138135846481	6	Meta
Meta.M00338	1	0.11167979746419818	0.03913948347799418	5	Meta
Meta.M00717	1	0.10959900412728818	0.03897347449625504	5	Meta
Meta.M00078	1	0.10704989141783024	0.03890901651224457	5	Meta
Meta.M00076	1	0.10704989141783017	0.03810696244828415	5	Meta
Meta.M00359	1	0.10826063927084946	0.03670067606020299	5	Meta
Skin.Number_of_pores_on_frontal_face	1	0.08123805382956807	0.0316959870632257	4	Skin
Meta.M00699	1	0.09114711899000588	0.030672827043031523	4	Meta
Meta.M00392	1	0.08720632473237462	0.030654522462638962	4	Meta
Meta.M00480	1	0.06741607473865378	0.025420509941997148	3	Meta
Meta.M00718	1	0.06741607473865362	0.022223789643466916	3	Meta
Meta.M00178	1	0.06479640119973709	0.020996012249021978	3	Meta
Meta.M00335	1	0.06245692210808765	0.020988050583130736	3	Meta
Meta.M00035	1	0.04469414875954219	0.01476541696013584	2	Meta
Prs.Disease.hypospadias	1	0.015902772427824386	0.00698637087899821	1	Prs
