feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Prs.Quant.BMI-adjusted_waist_circumference	2	0.6335512807686128	0.6536566422487723	7	Prs
Meta.M00193	2	0.3020528536564418	0.418485699993923	2	Meta
Meta.M00726	2	0.2187554584374555	0.2788759333900281	1	Meta
Prs.Disease.osteoarthritis_knee	2	0.24124276396406535	0.2534290353351875	3	Prs
Meta.M00378	2	0.21875545843745592	0.24444381708505306	1	Meta
Meta.M00501	2	0.21875545843745575	0.23344240916517311	1	Meta
Meta.M00190	2	0.30205285365644186	0.22530889980812863	2	Meta
Meta.M00074	2	0.2872475812141243	0.19871343189960225	2	Meta
Meta.M00727	2	0.28724758121412436	0.19243413451525543	2	Meta
Prs.Quant.extraversion	2	0.19836429416514909	0.0894094095823267	2	Prs
Skin.Number_of_textures_on_side_face	2	0.09457245677641071	0.07461749186204888	2	Skin
Prs.Disease.nodular_sclerosis_Hodgkin_lymphoma	2	0.032654406621326244	0.022642340234100975	1	Prs
