feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Prs.Quant.age-related_nuclear_cataract	2	0.4681962896508521	0.5339876600974972	6	Prs
Meta.M00314	2	0.39717938188643054	0.40866864651415036	4	Meta
Meta.M00737	2	0.39717938188643054	0.38431892990445743	4	Meta
Prs.Quant.smoking_behavior	2	0.2964295045713552	0.2676268015448635	4	Prs
Meta.M00209	2	0.23014654234619772	0.24476520802708557	3	Meta
Prs.Quant.diastolic_blood_pressure	2	0.27509376539277175	0.2444001887576584	3	Prs
Prs.Quant.mathematical_ability	2	0.26621582548790745	0.2087235739790095	3	Prs
Meta.M00211	2	0.19217517668898687	0.2028951260888115	2	Meta
Meta.M00460	2	0.18036578658056696	0.2004573810590308	2	Meta
Prs.Disease.susceptibility_to_childhood_ear_infection_measurement	5	0.12485076591063202	0.13866030852071523	2	Prs
Prs.Disease.Hodgkins_lymphoma	2	0.1636803253550826	0.1367891495722692	4	Prs
Meta.M00014	2	0.1423944209233562	0.13379373231186178	1	Meta
Meta.Bacteroides_cellulosilyticus	2	0.11015617036422287	0.09069493670402914	3	Meta
Meta.M00065	2	0.09015429763339793	0.08830144113083521	1	Meta
Meta.M00645	2	0.09015429763339801	0.05909256857270024	1	Meta
Meta.M00393	2	0.08096528987714252	0.05421110089005293	1	Meta
Meta.Bacteroides_thetaiotaomicron	2	0.04978075576563069	0.045491315480668156	1	Meta
surveyHealth.Sleep_time	2	0.06608238190324515	0.04006972474751438	2	surveyHealth
Prs.Quant.leukocyte_count	2	0.05360013983282769	0.03325650192951957	2	Prs
Prs.Disease.oral_cavity_cancer	2	0.03350223920365807	0.029868776988076454	1	Prs
