feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Meta.M00152	2	0.46793816118508047	0.47729104508914544	4	Meta
Meta.M00151	2	0.46793816118508064	0.4660001287029515	4	Meta
Prs.Quant.urinary_metabolite_measurement	2	0.3494401911320028	0.3930960212247343	3	Prs
Prs.Disease.Parkinson's_disease	2	0.3108812575117263	0.3622301346087975	2	Prs
Prs.Quant.drug_dependence	2	0.34944019113200275	0.3317899569879293	3	Prs
Prs.Quant.FEV/FEC_ratio	2	0.3989184745924755	0.32276968897423386	4	Prs
Immune.uniq.Polyradiculitis	2	0.1160777374612187	0.14008418150877666	1	Immune
Meta.M00275	2	0.1160777374612189	0.1218888318446209	1	Meta
Meta.M00020	2	0.13251353203582425	0.12141211468160157	1	Meta
Health.Erythrocyte_distribution_width_variation_coefficient(%)	2	0.13251353203582442	0.07626120571860671	1	Health
