feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Prs.Quant.interleukin_2_measurement	2	0.6121882924247546	0.6176272463991681	5	Prs
Meta.M00507	2	0.31352988865699843	0.47749024426805836	2	Meta
Meta.M00175	2	0.4312053985796649	0.3115452899585603	3	Meta
Prs.Quant.red_blood_cell_distribution_width	2	0.15408070709704458	0.2879880294190398	2	Prs
Meta.M00723	2	0.25048557005546834	0.25357540603690365	1	Meta
Meta.M00309	2	0.2504855700554684	0.2114625470132624	1	Meta
Meta.M00651	2	0.25048557005546823	0.206507839867054	1	Meta
Prs.Quant.leptin_measurement	2	0.26524654774526485	0.1615249997274073	3	Prs
Meta.M00212	2	0.06304431860153016	0.12864752137276342	1	Meta
Prs.Quant.transferrin_saturation_measurement	2	0.17643383810300256	0.09751489055411722	1	Prs
Meta.M00745	2	0.10852940760114904	0.05937458760720554	1	Meta
Meta.M00452	2	0.10852940760114924	0.05660997493296449	1	Meta
