feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Meta.M00162	4	0.6089404756216968	0.603914550783408	6	Meta
Prs.Disease.malaria	4	0.3704974021122163	0.3771643861664529	3	Prs
Prs.Quant.hair_colour_measurement	4	0.3810059099951633	0.3663604381769846	3	Prs
Prs.Quant.central_corneal_thickness	4	0.22173225490806642	0.2852284754871205	1	Prs
Meta.M00500	4	0.2736433701411066	0.2763840715888945	2	Meta
Health.Urine_pH	4	0.22173225490806642	0.2098931103954507	1	Health
Prs.Quant.C-C_motif_chemokine_7_measurement	4	0.22173225490806636	0.20934005535328173	1	Prs
Prs.Quant.peak_insulin_response_measurement	4	0.2556254177344751	0.2088151597471382	2	Prs
Meta.M00664	4	0.16376784602568617	0.17150503878511078	2	Meta
Meta.M00135	4	0.13490846428634937	0.14731128728910373	1	Meta
Prs.Quant.diffusing_capacity_of_the_lung_for_carbon_monoxide	4	0.06874764566939186	0.10339063986033167	2	Prs
Meta.M00742	4	0.0930803626220013	0.08178813440255671	1	Meta
Meta.M00173	4	0.025032940170928934	0.033093318109754515	1	Meta
