feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Prs.Disease.Graves_disease	5	0.5100396142992935	0.5272843608952605	7	Prs
Prs.Disease.uterine_fibroid	5	0.35822683569986924	0.3275556695798629	8	Prs
Meta.M00744	5	0.29234948801371763	0.30424398863239566	3	Meta
Meta.M00444	5	0.2923494880137177	0.28294770646753803	3	Meta
Meta.M00473	5	0.2384481544610965	0.2760161518068827	2	Meta
Prs.Disease.pulmonary_function_measurement	5	0.275305193943652	0.2694704065075572	4	Prs
Meta.M00724	5	0.26362500956234985	0.24681319407866398	2	Meta
Meta.M00230	5	0.2636250095623499	0.24091002010026047	2	Meta
Prs.Quant.C-C_motif_chemokine_7_measurement	5	0.17752761625936067	0.19104683281641074	2	Prs
Meta.M00244	5	0.15485937317623893	0.18201333729548597	1	Meta
Meta.Prevotella_copri	5	0.17459276769240153	0.17100294818362322	2	Meta
Meta.M00608	5	0.10876563638611095	0.11896269132925681	1	Meta
Meta.M00040	5	0.10876563638611099	0.10911473358157842	1	Meta
Meta.M00227	5	0.10876563638611103	0.10789256187845511	1	Meta
Meta.M00498	5	0.10876563638611099	0.09870791020086644	1	Meta
Meta.M00554	5	0.108765636386111	0.08526521082579315	1	Meta
Meta.M00052	5	0.10876563638611106	0.08260151532619955	1	Meta
Meta.M00349	5	0.08358878128485767	0.0812381347936344	1	Meta
Prs.Disease.atrial_fibrillation	5	0.06499324336270623	0.0746008965685713	3	Prs
Meta.M00134	5	0.01973339451616268	0.03287980148031365	1	Meta
Meta.M00358	5	0.019733394516162666	0.02549382417953023	1	Meta
