feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Prs.Quant.fatty_acid_measurement	8	0.4829918355416346	0.5390884531807356	6	Prs
Meta.M00365	8	0.3876109171447294	0.38888706244937565	3	Meta
Prs.Quant.erythrocyte_cadmium_measurement	8	0.37317404355691786	0.3592307942549284	4	Prs
Meta.M00367	8	0.3876109171447295	0.3542634186026302	3	Meta
Prs.Disease.central_nervous_system_cancer	8	0.3570154338617621	0.2834376053140718	5	Prs
Meta.M00046	8	0.2735446367992886	0.2568783993200652	2	Meta
Meta.M00355	8	0.15431568748028787	0.21633734243092745	1	Meta
Meta.M00223	8	0.15431568748028782	0.2044573889520665	1	Meta
Meta.M00793	8	0.15431568748028796	0.1999260039031203	1	Meta
Meta.M00307	8	0.11922894931900067	0.10130299958116235	1	Meta
Meta.M00209	8	0.11406628034544078	0.0836535836870041	1	Meta
Meta.M00115	8	0.11406628034544078	0.07732721572671647	1	Meta
Meta.M00461	8	0.11406628034544083	0.07391194841515591	1	Meta
