feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Prs.Quant.leptin_measurement	10	0.5730801347958219	0.5675848837049201	6	Prs
Prs.Quant.BMI-adjusted_leptin_measurement	10	0.3757590637379147	0.37063344304333834	4	Prs
Meta.M00150	10	0.3240156131416065	0.35168355998958634	2	Meta
Meta.M00445	10	0.3240156131416063	0.3311562716602164	2	Meta
Meta.M00531	10	0.2552238149171291	0.28341817857554535	2	Meta
Meta.M00011	10	0.32401561314160665	0.27464319991560854	2	Meta
Meta.M00615	10	0.2552238149171293	0.23674992027595246	2	Meta
Prs.Quant.total_blood_protein_measurement	10	0.17431088641048229	0.20119207411703163	2	Prs
Meta.M00222	10	0.19569903050178472	0.19143837180919096	1	Meta
Meta.M00514	10	0.12831658263982165	0.13490838081663922	1	Meta
