feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Meta.M00107	5	0.42874599375668876	0.45976993051808834	3	Meta
Meta.M00110	5	0.4287459937566888	0.42836881503232277	3	Meta
Prs.Disease.sclerosing_cholangitis	5	0.3101300627350961	0.42650125231058006	2	Prs
Prs.Quant.aortic_root_size	5	0.4553186344289697	0.39707526400631005	4	Prs
Prs.Disease.bladder_carcinoma	5	0.42000959437490654	0.3899583620629471	4	Prs
Meta.M00389	5	0.23676255708374572	0.20581573897916372	3	Meta
Meta.M00464	5	0.151905328270837	0.15497026435464256	1	Meta
Meta.M00003	5	0.16467558731295043	0.1387321555469906	1	Meta
Meta.Faecalibacterium_prausnitzii	5	0.15190532827083697	0.13688616456430036	1	Meta
Prs.Quant.pulse_pressure_measurement	5	0.10079961956665913	0.06446530078618883	2	Prs
Prs.Quant.puberty_onset_measurement	5	0.09851675253034654	0.06437508741970271	2	Prs
Meta.Bacteroides_nordii	5	0.04194265891666788	0.02087533370308403	2	Meta
Health.USG	5	0.03563066137946586	0.017766695372356645	1	Health
Prs.Quant.motion_sickness	5	0.015169447214105737	0.007775954170520731	1	Prs
