feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Meta.M00691	8	0.5428435123494746	0.6477304152263902	4	Meta
Prs.Disease.esophageal_adenocarcinoma	8	0.37043386321981314	0.48651229740313084	2	Prs
Prs.Disease.large_artery_stroke	8	0.3883546773936273	0.328777789448671	3	Prs
Prs.Quant.lower_body_strength_measurement	8	0.23846701857199457	0.26364499944862135	1	Prs
Prs.Quant.heel_bone_mineral_density	8	0.2384670185719946	0.25811668183350717	1	Prs
Meta.M00175	8	0.30040777081578435	0.22325318329085553	2	Meta
Prs.Quant.resting_heart_rate	8	0.3134108479828102	0.13812328719578573	4	Prs
Meta.M00172	8	0.17060125056247605	0.10649583077392707	1	Meta
Meta.M00169	8	0.1706012505624759	0.10165629194206818	1	Meta
Meta.Bacteroides_cellulosilyticus	8	0.13767899736538822	0.056463687744770445	1	Meta
Meta.M00013	8	0.13767899736538822	0.05365163172748515	1	Meta
Meta.M00101	8	0.1376789973653881	0.05349127084625248	1	Meta
