feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Psy.Sleep_Diet_Assessment_Score	3	0.24434376353228182	0.43769785167207176	9	Psy
surveyHealth.Sleep_quality	3	0.2533139004282421	0.4196502248742799	7	surveyHealth
Prs.Disease.Sarcoidosis	3	0.25812499784371556	0.32947932739799424	8	Prs
Psy.Total_score_of_psychological_symptoms	3	0.30765441735352567	0.30883092351501257	11	Psy
Prs.Disease.ankylosing_spondylitis	3	0.21910731839877667	0.24754433148285182	6	Prs
Psy.Depression_Assessment_Score	3	0.30821388785170606	0.22531419584569312	12	Psy
Psy.Forced_symptom_evaluation_Score	3	0.250554748801377	0.2237294395981512	9	Psy
Psy.Interpersonal_Sensitivity_Assessment_Score	3	0.266974888192712	0.21566652579586257	10	Psy
Psy.Somatization_Evaluation_Score	3	0.23256200446309605	0.18899380237430205	11	Psy
Prs.Disease.atopic_eczema	3	0.22156374873221446	0.18557635960083088	6	Prs
Psy.Anxiety_Assessment_Score	3	0.2451579268382909	0.17068059030396338	9	Psy
Prs.Disease.diabetic_nephropathy	3	0.2198441107927018	0.16189693250423554	6	Prs
Prs.Disease.acute_lymphoblastic_leukemia	3	0.21995526312186606	0.14733284284158668	6	Prs
Prs.Quant.hip_bone_mineral_density	3	0.18809395909667415	0.1350066111766472	5	Prs
Prs.Quant.diffusing_capacity_of_the_lung_for_carbon_monoxide	3	0.17948534595654964	0.12509643695690142	5	Prs
Prs.Quant.A1C_measurement	3	0.15958803255254805	0.11793360406654768	5	Prs
Prs.Disease.neuroblastoma	3	0.18511543371739567	0.10866465467984379	5	Prs
Prs.Quant.monocyte_count	3	0.14930036607758193	0.07991323522101162	4	Prs
Prs.Quant.metabolic_syndrome	3	0.06510878900240388	0.04401382954643868	2	Prs
Prs.Disease.sclerosing_cholangitis	3	0.10975477444067055	0.04175812042210115	3	Prs
Prs.Quant.bone_density	3	0.0738285544716925	0.03546433397679086	2	Prs
Meta.M00019	3	0.03524009804179021	0.02556865748713959	1	Meta
Meta.M00494	3	0.053537649847807955	0.023375006957920014	2	Meta
Prs.Quant.fasting_blood_insulin_measurement	3	0.031750151696027754	0.01616416660216113	1	Prs
Prs.Quant.heart_rate_response_to_exercise	3	0.03644831501481875	0.013577647408625807	1	Prs
