feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Amino.Phosphoserine(μmol/L)	7	0.4759838171476194	0.5675117431817783	12	Amino
Amino.Argininosuccinic_acid(μmol/L)	7	0.4289666331039417	0.3810590250345557	12	Amino
Immune.uniq.Encounter_for_immunization	7	0.17553923110409794	0.29679051675415946	2	Immune
Immune.uniq.Cytomegalovirus_(CMV)	7	0.26037895692135715	0.2828301796850353	4	Immune
Immune.uniq.Pathogens	7	0.2392562075224444	0.274144706373528	3	Immune
Vitamin.B5(ng/mL)	0	0.32847760660553965	0.24118652577767102	6	Vitamin
Immune.uniq.Hepatitis_C_virus(HCV)	7	0.23925620752244442	0.2398745847040488	3	Immune
Immune.uniq.Influenza	7	0.2392562075224444	0.2301107660378393	3	Immune
Immune.uniq.Epstein-Barr_virus	7	0.2392562075224444	0.20023472619497748	3	Immune
Immune.uniq.Tuberculosis	7	0.17553923110409791	0.16995708754310732	2	Immune
Immune.uniq.Human_immunodeficiency_virus_(HIV)	7	0.19666198050301062	0.15544892851595227	3	Immune
Immune.uniq.Autoimmune	7	0.17553923110409791	0.11195673838552155	2	Immune
Immune.uniq.Yellow_fever_virus	7	0.09232973281228836	0.07500476210791981	1	Immune
Immune.uniq.DENV1	7	0.09232973281228835	0.04694875067982531	1	Immune
Immune.uniq.Cancer	7	0.08320949829180953	0.046202006695102264	1	Immune
Prs.Disease.chronic_lymphocytic_leukemia	7	0.10889327393579198	0.045929399919226586	3	Prs
Immune.uniq.Melanoma	7	0.10433224769072227	0.04239849948720603	2	Immune
Immune.uniq.M._tuberculosis	7	0.08320949829180953	0.03577950274965707	1	Immune
