feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Prs.Disease.epilepsy	2	0.5469444796812353	0.5518212918720599	6	Prs
Meta.M00046	2	0.3842041426546777	0.3942533940412299	3	Meta
Prs.Disease.coronary_artery_disease	2	0.390490182725195	0.3766246801694796	4	Prs
Meta.M00344	2	0.3351078035415224	0.29292291219616473	2	Meta
Meta.Bacteroides_dorei	2	0.22416317992360626	0.26024473146851823	2	Meta
Meta.M00348	2	0.1955180137831034	0.25241783227954423	1	Meta
Meta.M00743	2	0.23346027038302783	0.20484038175072847	4	Meta
Meta.M00198	2	0.19551801378310338	0.19683911634780776	1	Meta
Prs.Quant.CCL5_measurement	2	0.13734269866452034	0.1690896733977171	1	Prs
Meta.M00721	2	0.19551801378310338	0.15848159235972478	1	Meta
Meta.M00492	2	0.1395897897584189	0.14406423442908411	1	Meta
Prs.Disease.Barrett's_esophagus	2	0.08013233761406889	0.09023990468347427	1	Prs
Prs.Disease.aortic_stenosis	2	0.0834557986382066	0.08827681193291816	1	Prs
Prs.Quant.total_blood_protein_measurement	2	0.09568283169323616	0.07333245939809965	2	Prs
Prs.Disease.bladder_carcinoma	2	0.08345579863820653	0.061172779489286476	1	Prs
Meta.M00434	2	0.03420405160082742	0.027243494797508053	1	Meta
