feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Prs.Quant.granulocyte_colony-stimulating_factor_measurement	8	0.4745429828954708	0.5090920449707288	20	Prs
Prs.Quant.serum_gamma-glutamyl_transferase_measurement	8	0.44127420544028045	0.4211744296783622	19	Prs
Meta.M00577	8	0.2143106304055447	0.19740606247466586	4	Meta
Meta.M00027	8	0.14938385303017696	0.1946157835036215	2	Meta
Prs.Disease.unipolar_depression	8	0.21984514093785704	0.19184246194541896	8	Prs
Meta.M00573	8	0.21431063040554477	0.19052048188371076	4	Meta
Meta.M00123	8	0.2143106304055447	0.18958851094537646	4	Meta
Meta.M00646	8	0.18524397297719333	0.17918499159931572	3	Meta
Meta.M00647	8	0.18524397297719342	0.17434453745987818	3	Meta
Meta.M00131	8	0.1784505104585283	0.1742778320649785	3	Meta
Prs.Disease.endometrial_endometrioid_carcinoma	8	0.17819693320518235	0.1631988337193263	8	Prs
Meta.M00373	8	0.14938385303017693	0.158387477553321	2	Meta
Meta.M00741	8	0.14938385303017684	0.14743165173573944	2	Meta
Meta.M00078	8	0.14938385303017687	0.14607651066935465	2	Meta
Meta.M00609	8	0.14938385303017687	0.14584729306643665	2	Meta
Meta.M00729	8	0.07740525086909585	0.13904272969482437	1	Meta
Meta.M00179	8	0.14938385303017687	0.13445216961982512	2	Meta
Meta.M00672	8	0.14938385303017687	0.1319302345657257	2	Meta
Meta.M00008	8	0.10647190829744713	0.12635165853460636	2	Meta
Meta.M00718	8	0.1132653708161122	0.12405833580759355	2	Meta
Meta.M00699	8	0.11326537081611229	0.11685031777853569	2	Meta
Meta.M00035	8	0.07740525086909579	0.1163703573043335	1	Meta
Meta.M00124	8	0.10783872210809757	0.10511490540079739	2	Meta
Meta.M00006	8	0.10647190829744718	0.09797739904544091	2	Meta
Meta.M00839	8	0.07740525086909568	0.08821431224239404	1	Meta
Meta.M00717	8	0.07197860216108114	0.07819367705000912	1	Meta
Meta.M00036	8	0.07197860216108116	0.07453006778414802	1	Meta
Meta.M00360	8	0.0719786021610811	0.06928083595442995	1	Meta
Meta.M00208	8	0.07197860216108114	0.067349197428222	1	Meta
Meta.M00359	8	0.07197860216108114	0.06604183266564857	1	Meta
Meta.M00001	8	0.02906665742835148	0.03007948532456918	1	Meta
Meta.M00122	8	0.029066657428351357	0.02316350460740222	1	Meta
