feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
surveyHealth.Drinking_status	1	0.7053489998747089	0.7055996056668824	49	surveyHealth
Meta.M00081	1	0.10478052672991739	0.23163353783178464	2	Meta
Meta.M00413	1	0.10487258842859465	0.20214654171035204	2	Meta
Meta.M00008	1	0.10052412088677574	0.145267188072968	1	Meta
Meta.M00039	1	0.10052412088677577	0.13942503369046033	1	Meta
Meta.M00628	1	0.10052412088677576	0.13393935786278988	1	Meta
Meta.M00350	1	0.1005241208867758	0.1292819859734189	1	Meta
Meta.M00242	1	0.10052412088677581	0.11954342284315093	1	Meta
Meta.M00168	1	0.10052412088677577	0.11835019286967198	1	Meta
Meta.M00097	1	0.1005241208867758	0.1182670549774066	1	Meta
Meta.M00474	1	0.10052412088677577	0.10890196987029056	1	Meta
Meta.M00647	1	0.10052412088677579	0.10868759676352052	1	Meta
Meta.M00521	1	0.10487258842859457	0.1034022498853644	2	Meta
Meta.M00620	1	0.10052412088677579	0.1026137655515921	1	Meta
Meta.M00064	1	0.10052412088677574	0.1013692974047184	1	Meta
Meta.M00499	1	0.1005241208867758	0.09946929638967054	1	Meta
Meta.M00702	1	0.10478052672991733	0.09649608361603784	3	Meta
Meta.M00582	1	0.10052412088677572	0.09385694410634747	1	Meta
Meta.M00326	1	0.1005241208867757	0.09251862365956742	1	Meta
Meta.M00571	1	0.10052412088677579	0.09011436698011926	1	Meta
Immune.uniq.Transverse_myelitis	1	0.1005241208867758	0.08896620305315943	1	Immune
Meta.M00821	1	0.10052412088677577	0.0869816291906888	1	Meta
Meta.M00339	1	0.1005241208867758	0.08657075564217231	1	Meta
Meta.M00006	1	0.1005241208867758	0.08644215132242279	1	Meta
Meta.M00729	1	0.10052412088677579	0.08578011283703005	1	Meta
Meta.M00696	1	0.10052412088677573	0.08550047994559341	1	Meta
Meta.M00176	1	0.10052412088677576	0.08426682173618531	1	Meta
Meta.M00319	1	0.10052412088677577	0.08379536556144429	1	Meta
Meta.M00012	1	0.10052412088677579	0.08358255990358439	1	Meta
Meta.M00325	1	0.10052412088677581	0.08356084593364196	1	Meta
Meta.M00575	1	0.1005241208867757	0.08355312865623624	1	Meta
Meta.M00720	1	0.10052412088677579	0.0830249546089042	1	Meta
Meta.M00121	1	0.10052412088677581	0.08259115096220042	1	Meta
Meta.M00697	1	0.1005241208867758	0.08209627360628056	1	Meta
Meta.M00541	1	0.10052412088677577	0.08059351619576485	1	Meta
Meta.M00835	1	0.1005241208867758	0.08024099901072257	1	Meta
Meta.M00124	1	0.10052412088677576	0.08010212507773837	1	Meta
Meta.M00090	1	0.1005241208867758	0.08007302558730109	1	Meta
Meta.M00646	1	0.10052412088677577	0.07890557958277308	1	Meta
Meta.M00362	1	0.10052412088677574	0.07879328979691406	1	Meta
Meta.M00443	1	0.10052412088677577	0.07879075549143925	1	Meta
Immune.uniq.Allergy	1	0.10052412088677573	0.07873970523005616	1	Immune
Meta.M00433	1	0.1026082015955476	0.07627588775214783	2	Meta
Meta.M00458	1	0.10052412088677576	0.07436490181965692	1	Meta
Meta.M00613	1	0.10052412088677579	0.07259434367854355	1	Meta
Meta.M00141	1	0.10478052672991738	0.06861821565875471	2	Meta
Meta.M00211	1	0.1005241208867758	0.06588621672412925	1	Meta
Immune.uniq.Allergy_class	1	0.10052412088677579	0.061537787631658736	1	Immune
Immune.uniq.Lung_cancer	1	0.10052412088677573	0.06128764385405271	1	Immune
Meta.M00177	1	0.10052412088677572	0.060590074987652884	1	Meta
Prs.Quant.fasting_blood_glucose_measurement	1	0.030511952798514288	0.03468526164279144	3	Prs
Prs.Quant.maximum_cigarettes_per_day_measurement	1	0.02986598219448589	0.02720592336732629	2	Prs
Prs.Disease.alopecia_areata	1	0.014932991097242889	0.008919473121248522	1	Prs
Prs.Quant.interferon_gamma_measurement	1	0.014932991097242967	0.007761624950475932	1	Prs
Prs.Disease.aggressive_periodontitis	1	0.014623398151833583	0.00679463160222811	1	Prs
Immune.uniq.Acute_myeloid_leukaemia	1	0.0043484675418188085	0.0030091096405405094	1	Immune
