feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Inbody.Bust(cm)	1	0.389840573898589	0.4105417490319797	13	Inbody
Inbody.Weight(kg)	1	0.36833121887739617	0.391580748013423	12	Inbody
Skin.Number_of_UV_spots_on_side_face	1	0.2209207446583584	0.37725135173178065	5	Skin
Skin.Number_of_pores_on_side_face	1	0.21554854294567308	0.34486916425373965	4	Skin
Skin.Number_of_spots_on_side_face	1	0.21554854294567305	0.3006458415496755	4	Skin
Inbody.Body_mass_index	1	0.32447979925901904	0.2979037301446328	10	Inbody
Inbody.Hip_circumference(cm)	1	0.2996002749593078	0.29408980627202513	9	Inbody
ECG.Systolic_pressure(mmHg)	1	0.21554854294567302	0.17727301982042293	4	ECG
Skin.Number_of_UV_spots_on_frontal_face	1	0.21554854294567305	0.16845189995043364	4	Skin
Skin.Number_of_porphyrins_on_side_face	1	0.2243585137378356	0.15229507102401457	5	Skin
Prs.Quant.waist_circumference	1	0.21554854294567302	0.14111500169767563	4	Prs
Skin.Number_of_wrinkles_on_frontal_face	1	0.23328076934800554	0.12758560153264378	5	Skin
Meta.M00098	1	0.16494911919689406	0.09085071498601556	3	Meta
Skin.Number_of_wrinkles_on_side_face	1	0.18656106198090547	0.08447859740017008	4	Skin
Skin.Number_of_spots_on_frontal_face	1	0.1359616382321265	0.07307272297686972	3	Skin
Meta.M00022	1	0.1182294118297941	0.06609652826328707	2	Meta
Skin.Number_of_porphyrins_on_frontal_face	1	0.13793341272263104	0.06358804904909256	4	Skin
Meta.M00346	1	0.03445041077870217	0.03959102160912634	1	Meta
Meta.Lachnospiraceae_bacterium_1_1_57FAA	1	0.11371175474272388	0.030946283464116427	6	Meta
Microelement.Arsenic(μg/L)	1	0.05649585197475131	0.018958429457963055	2	Microelement
Prs.Quant.monocyte_count	1	0.017732226402332442	0.004384524632996615	1	Prs
Prs.Quant.thyroid_peroxidase_antibody_measurement	1	0.017732226402332442	0.0031854554451373903	1	Prs
