feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Psy.Toughness_Assessment_Score	9	0.4208541885823472	0.47437476307253046	7	Psy
Psy.Total_score_of_psychological_elasticity	9	0.4633440880334391	0.4395531317370148	8	Psy
Prs.Quant.homocysteine_measurement	9	0.27986039808724034	0.35156833977724666	3	Prs
surveyHealth.Work_situation	9	0.27986039808724017	0.3010755920627721	3	surveyHealth
Psy.Strength_Assessment_Score	9	0.3088960586889597	0.2725480684686017	5	Psy
surveyHealth.Sport_type	9	0.21947974796162167	0.2712382179601902	3	surveyHealth
Prs.Disease.Graves_disease	9	0.29615534313115527	0.2568709986763939	4	Prs
Prs.Quant.granulocyte_count	9	0.2798603980872401	0.24780660422702894	3	Prs
Prs.Quant.heart_rate	9	0.21947974796162145	0.20118030126003159	3	Prs
Prs.Disease.allergy	9	0.21947974796162176	0.18100868737756945	3	Prs
Meta.M00024	9	0.18114195037685518	0.10749203629727716	2	Meta
Phy.Sit-and-reach_Test(cm)	9	0.05148267644815984	0.05352218493205485	1	Phy
Meta.M00249	9	0.0694682304422964	0.04235244720424594	1	Meta
Meta.M00330	9	0.051482676448159716	0.039761333085453154	1	Meta
Meta.M00470	9	0.05148267644815994	0.035211663426704176	1	Meta
