feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Prs.Disease.endometrial_endometrioid_carcinoma	9	0.44183324221358466	0.4693427390007387	3	Prs
Meta.M00608	9	0.5164895570721076	0.46857027390724604	3	Meta
Meta.M00117	9	0.2535237038523245	0.40439074469920944	2	Meta
Prs.Disease.endometrial_carcinoma	9	0.45828872706607465	0.3565448434908602	3	Prs
Prs.Quant.sensory_perception_of_smell	9	0.115354730477376	0.27272289540835926	1	Prs
Prs.Quant.birth_weight	9	0.23500569274238983	0.24828613457840334	1	Prs
Meta.M00302	9	0.28220181210845613	0.2218367097783409	2	Meta
Meta.M00357	9	0.20103664389970116	0.21321004002738564	1	Meta
Health.Basophil_absolute_counts(G/L)	9	0.20852398331289962	0.14047545616934096	1	Health
Prs.Disease.cutaneous_squamous_cell_carcinoma	9	0.16192726532103802	0.12872212561777793	2	Prs
Meta.M00503	9	0.07367782879555625	0.0500661887141728	1	Meta
