feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Amino.Glutamate(μmol/L)	0	0.31479707113537736	0.42156675604737387	16	Amino
Health.High-density_lipoprotein(mmol/L)	0	0.2640401746288323	0.31997902710413584	14	Health
Inbody.Waist_circumference(cm)	0	0.2343767649127423	0.26248446688446686	11	Inbody
Health.Serum_uric_acid(μmol/L)	0	0.2787814376019586	0.26174356643014796	13	Health
Inbody.Waist-to-hip_ratio	0	0.25040610231268395	0.2569396426848527	13	Inbody
Health.Triglyceride(mmol/L)	0	0.24820087593540913	0.245041971411196	12	Health
Inbody.Body_fat(kg)	0	0.2425367002585851	0.24367356092734266	12	Inbody
Inbody.Body_fat_rate(%)	0	0.20394219116222415	0.242400419508503	10	Inbody
Microelement.Copper(mg/L)	0	0.21391443128180163	0.21961099803302975	10	Microelement
Inbody.Bust(cm)	1	0.22077598378879199	0.21445959355896688	10	Inbody
Inbody.Body_mass_index	1	0.19969880639796633	0.20567235358500965	9	Inbody
Inbody.Hip_circumference(cm)	1	0.20925369243870331	0.18169916460558572	9	Inbody
Amino.Leucine(μmol/L)	0	0.24019053208168092	0.1758840370992989	11	Amino
Amino.valine(μmol/L)	0	0.22222037911245532	0.17057161290492384	10	Amino
Inbody.Weight(kg)	1	0.20925369243870331	0.16512784580716036	9	Inbody
Amino.α-aminoadipic_acid(μmol/L)	0	0.2344168104103354	0.1580503421825068	11	Amino
Health.γ-glutamyl_transpeptidase(U/L)	0	0.14279050420949918	0.12783563742667628	6	Health
Health.Alkaline_Phosphatase(U/L)	0	0.1415689161423682	0.12407309963467164	7	Health
Health.Fasting_blood_glucose(mmol/L)	0	0.1615351314684223	0.1008595877689388	7	Health
Amino.Isoleucine(μmol/L)	0	0.1199341628280609	0.08946729317197172	5	Amino
Hormone.Corticosterone_test_value(ng/mL)	0	0.055609938258707095	0.05187932679385988	2	Hormone
Prs.Quant.high_density_lipoprotein_cholesterol_measurement	0	0.0253668158301423	0.04254192244207831	1	Prs
ECG.RV6_range(mv)	0	0.06207945695065607	0.03758690451027003	3	ECG
Prs.Quant.alkaline_phosphatase_measurement	0	0.013600781123950027	0.016330773450313807	1	Prs
Phy.Tan_Li(S)	0	0.02405696591073249	0.014801579785703763	1	Phy
Meta.M00376	0	0.023845105835064988	0.01269712057826138	1	Meta
