feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Psy.Depression_Assessment_Score	4	0.4235249664421399	0.4684126659742846	18	Psy
Prs.Quant.interleukin_4_measurement	4	0.3586074271596732	0.3722424322821093	15	Prs
Prs.Quant.Ischemic_stroke	4	0.35744991010102195	0.3114197929711427	14	Prs
Meta.M00606	4	0.22409671731512232	0.2093837810189312	5	Meta
Meta.M00605	4	0.21107886552892266	0.20174703336247593	4	Meta
Prs.Disease.osteoarthritis_knee	4	0.23865805978557206	0.20009794552108887	10	Prs
Meta.M00197	4	0.21107886552892274	0.19793552097799103	4	Meta
Meta.M00206	4	0.21107886552892255	0.19751788663273792	4	Meta
Meta.M00602	4	0.21107886552892266	0.1965972578479227	4	Meta
Meta.M00201	4	0.21107886552892274	0.19550616979460483	4	Meta
Meta.M00200	4	0.17452814923632437	0.19107054525834705	3	Meta
Meta.M00016	4	0.1745281492363243	0.1849614961989301	3	Meta
Meta.M00491	4	0.17452814923632423	0.18251314667486504	3	Meta
Meta.M00018	4	0.11978434437737343	0.15578521330028652	2	Meta
Meta.M00565	4	0.11978434437737327	0.13465997031135804	2	Meta
Meta.M00095	4	0.11960706950279909	0.13381336802340038	2	Meta
Meta.M00525	4	0.11960706950279923	0.12450431654192685	2	Meta
Meta.M00038	4	0.11960706950279915	0.1237508174483847	2	Meta
Meta.M00265	4	0.11978434437737326	0.11995131880146807	2	Meta
Meta.M00066	4	0.05624020633623777	0.09120230872897896	2	Meta
Meta.M00196	4	0.10141398093644642	0.08886183049349934	2	Meta
Meta.M00271	4	0.07788111643004768	0.08756142725423025	2	Meta
Meta.M00236	4	0.06486326464384803	0.08545507398006243	1	Meta
Meta.M00454	4	0.10431237293774898	0.07748180001754564	3	Meta
Prs.Quant.alcohol_dependence_measurement	4	0.08500011942309595	0.0696946309142428	6	Prs
Meta.M00493	4	0.06776165664515069	0.06643062160610715	2	Meta
Meta.M00052	4	0.0549210797335252	0.06327399347209453	1	Meta
Meta.M00228	4	0.06793893151972487	0.05651847102023626	2	Meta
Meta.M00047	4	0.03655071629259835	0.03516292877560636	1	Meta
Meta.M00627	4	0.036550716292598276	0.026991887615539615	1	Meta
Prs.Quant.perceived_unattractiveness_to_mosquitos_measurement	4	0.008613242845768266	0.012096657775587156	1	Prs
Meta.M00207	4	0.013017851786199653	0.009293426115841424	1	Meta
