feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Prs.Quant.BMI-adjusted_waist_circumference	4	0.6993427720990407	0.6996042200518735	11	Prs
Meta.M00479	4	0.20888173147993783	0.2815407508955122	1	Meta
Meta.M00020	4	0.20888173147993785	0.2562970565652109	1	Meta
Meta.M00727	4	0.2321449289550922	0.25006469024504135	2	Meta
Meta.M00345	4	0.20888173147993785	0.21841541052359	1	Meta
Meta.M00546	4	0.20888173147993763	0.20260920637558394	1	Meta
Meta.M00290	4	0.20888173147993783	0.19769678734425694	1	Meta
Meta.M00725	4	0.20888173147993785	0.18992362370766525	1	Meta
Meta.M00240	4	0.20888173147993785	0.1863362942975441	1	Meta
Meta.M00282	4	0.20888173147993774	0.18225563576748433	1	Meta
Meta.M00304	4	0.22934163805911056	0.1772495050885444	2	Meta
Meta.species_shannon	4	0.20888173147993785	0.16639838038603885	1	Meta
Prs.Disease.prostate_carcinoma	4	0.07788593523663068	0.0878776710871156	2	Prs
Prs.Disease.infantile_hypertrophic_pyloric_stenosis	4	0.06850042692862482	0.049666452028142336	1	Prs
Meta.Ruminococcus_torques	4	0.02861969354203318	0.03931305487949185	3	Meta
surveyHealth.Bowel_Stool	4	0.009385508308005889	0.014072534852080178	2	surveyHealth
Prs.Disease.small_cell_lung_carcinoma	4	0.008548213236753447	0.012909590066625795	1	Prs
Meta.M00494	4	0.0028032908959815524	0.003719511834640754	1	Meta
