feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Prs.Quant.hair_colour_measurement	8	0.5961108318660762	0.5973093717639715	5	Prs
Meta.M00335	8	0.37325016191500177	0.36515997764160985	2	Meta
Meta.M00467	8	0.29248316586912737	0.34576613839799486	2	Meta
Meta.M00429	8	0.37325016191500177	0.32334952814514845	2	Meta
Prs.Quant.BMI-adjusted_waist-hip_ratio	8	0.3491936406296396	0.30426405668871465	3	Prs
Meta.M00499	8	0.235372275269022	0.25810368780348314	1	Meta
Prs.Quant.sitting_height_ratio	8	0.14464074184323295	0.21431795153800454	2	Prs
Meta.M00178	8	0.2353722752690221	0.20734558806932835	1	Meta
Meta.M00055	8	0.13787788664597975	0.1345431677923601	1	Meta
Meta.M00663	8	0.07383828317727319	0.11483286071293011	2	Meta
Health.14_carbon_breath_test(fasting)_qualitative_test_results	8	0.04236429245003003	0.0686492087267566	3	Health
Meta.M00080	8	0.01672739257716765	0.031958868200566086	1	Meta
Meta.M00079	8	0.016727392577167818	0.025090340951743517	1	Meta
